league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,np_xg,xg,xa,np_goals,key_passes,xg_chain,xg_buildup
ENG-Premier League,2425,Brentford,Kevin Schade,GER,"MF,FW",22,2001,38,26,2293,25.5,11,2,13,11,0,0,3,0,0.43,0.08,0.51,0.43,0.51,9.467997699975967,9.467997699975967,3.714522727765143,11,23,15.767545722424984,4.10542070120573
ENG-Premier League,2425,Brentford,Kim Jisoo,KOR,DF,19,2004,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,DF,26,1998,24,17,1438,16.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.142456667497754,1.142456667497754,1.4724152060225606,0,9,4.822844059206545,2.9706503534689546
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,DF,25,1999,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,0.22195007745176554,0.22195007745176554,2.790492530912161,0,14,5.177352083846927,2.4616973884403706
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,DF,25,1999,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.07028507441282272,0,1,0.6111173927783966,0.6111173927783966
ENG-Premier League,2425,Brentford,Mark Flekken,NED,GK,31,1993,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.5480153113603592,0,2,7.107891340740025,6.884677250869572
ENG-Premier League,2425,Brentford,Mathias Jensen,DEN,MF,28,1996,24,8,862,9.6,0,2,2,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,0.26936821080744267,0.26936821080744267,1.9875654987990856,0,16,5.387348018586636,4.161761403083801
ENG-Premier League,2425,Brentford,Michael Kayode,ITA,DF,20,2004,12,6,528,5.9,0,1,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,0.1810818612575531,0.1810818612575531,0.9814028739929199,0,8,2.794493567198515,1.6320087760686874
ENG-Premier League,2425,Brentford,Michael Kayode,ITA,DF,20,2004,12,6,528,5.9,0,1,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,0.09395667910575867,0.09395667910575867,0.28012001514434814,0,1,0.6066556721925735,0.5126989930868149
ENG-Premier League,2425,Brentford,Mikkel Damsgaard,DEN,MF,24,2000,38,34,2911,32.3,2,10,12,2,0,0,2,0,0.06,0.31,0.37,0.06,0.37,3.476722192019224,3.476722192019224,9.246257283724844,2,63,19.425128288567066,11.846998741850257
ENG-Premier League,2425,Brentford,Nathan Collins,IRL,DF,23,2001,38,38,3420,38.0,2,3,5,2,0,0,5,0,0.05,0.08,0.13,0.05,0.13,2.6544005731120706,2.6544005731120706,1.9733586199581623,2,9,10.904047696851194,10.050747162662446
ENG-Premier League,2425,Brentford,Rico Henry,JAM,"DF,MF",27,1997,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0035428777337074,1.0035428777337074
ENG-Premier League,2425,Brentford,Ryan Trevitt,ENG,MF,21,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Sepp van den Berg,NED,DF,22,2001,31,29,2586,28.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.1477734111249447,2.1477734111249447,1.029765497893095,0,7,11.545481179840863,9.674979363568127
ENG-Premier League,2425,Brentford,Vitaly Janelt,GER,MF,26,1998,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.04,0.12,0.16,0.04,0.16,0.9458270631730556,0.9458270631730556,2.358839701861143,1,14,8.97201941628009,5.991170124150813
ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,MF,20,2004,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Yoane Wissa,COD,FW,27,1996,35,34,2919,32.4,19,4,23,19,0,0,5,0,0.59,0.12,0.71,0.59,0.71,20.731059528887272,20.731059528887272,3.4494741149246693,18,28,27.726778712123632,5.426989254541695
ENG-Premier League,2425,Brentford,Yunus Emre Konak,TUR,MF,18,2006,10,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Brighton,Adam Webster,ENG,DF,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.37646964844316244,0.37646964844316244,0.3818966709077358,0,3,4.823259890079498,4.751052476465702
ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,GK,21,2002,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.053101878613233566,0,1,6.665416944772005,6.6123150661587715
ENG-Premier League,2425,Brighton,Billy Gilmour,SCO,MF,23,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08454305678606033,0.08454305678606033,0.0,0,0,1.1755258962512016,1.1755258962512016
ENG-Premier League,2425,Brighton,Billy Gilmour,SCO,MF,23,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6270224712789059,0.6270224712789059,1.503951701335609,0,21,8.001585158519447,6.564580678939819
ENG-Premier League,2425,Brighton,Brajan Gruda,GER,"MF,FW",20,2004,21,8,687,7.6,1,4,5,1,0,0,0,0,0.13,0.52,0.66,0.13,0.66,1.0134435147047043,1.0134435147047043,2.2726940251886845,1,23,3.96596534922719,1.7325535658746958
ENG-Premier League,2425,Brighton,Carlos Baleba,CMR,MF,20,2004,34,31,2661,29.6,3,1,4,3,0,0,8,1,0.1,0.03,0.14,0.1,0.14,2.8824724731966853,2.8824724731966853,1.6279380414634943,3,21,16.692094990052283,13.264105252921581
ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,FW,33,1990,30,24,2115,23.5,10,4,14,9,1,1,5,0,0.43,0.17,0.6,0.38,0.55,9.694860246032476,10.456029083579779,2.076795544475317,9,23,15.517961982637644,5.872543508186936
ENG-Premier League,2425,Brighton,Diego Gómez,PAR,MF,21,2003,16,4,516,5.7,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,0.8773256950080395,0.8773256950080395,1.5821922849863768,1,9,4.766626961529255,4.030858531594276
ENG-Premier League,2425,Brighton,Eiran Cashin,IRL,DF,22,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.010383612476289272,0.010383612476289272
ENG-Premier League,2425,Brighton,Evan Ferguson,IRL,FW,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,1.4812848791480064,1.4812848791480064,0.7929156944155693,1,5,2.186324803158641,0.08092000521719456
ENG-Premier League,2425,Brighton,Ferdi Kadioglu,TUR,"DF,MF",24,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,0.6023932620882988,0.6023932620882988,0.16455989610403776,1,5,2.1883304491639137,1.5457853525877
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,5.6770595367997885,5.6770595367997885,3.1324470546096563,5,19,10.18418968655169,2.795816533267498
ENG-Premier League,2425,Brighton,Harry Howell,ENG,FW,16,2008,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.014361405745148659,0.014361405745148659
ENG-Premier League,2425,Brighton,Igor,BRA,DF,26,1998,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19,2005,26,22,1842,20.5,5,2,7,5,0,0,5,0,0.24,0.1,0.34,0.24,0.34,3.2537715872749686,3.2537715872749686,1.4211199935525656,5,16,9.028865553438663,7.109155820682645
ENG-Premier League,2425,Brighton,Jakub Moder,POL,MF,25,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2036565337330103,0,3,0.13312120735645294,0.0772198848426342
ENG-Premier League,2425,Brighton,James Milner,ENG,MF,38,1986,4,3,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.19204899668693542,0.19204899668693542,0.2607630733400583,0,4,0.5119482576847076,0.20502541214227676
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,DF,24,2000,34,33,2958,32.9,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,1.0002109874039888,1.0002109874039888,1.558699306100607,1,16,14.846226522698998,13.811430538073182
ENG-Premier League,2425,Brighton,Jason Steele,ENG,GK,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4078828990459442,0.4078828990459442
ENG-Premier League,2425,Brighton,Jeremy Sarmiento,ECU,MF,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.09746789187192917,0.09746789187192917
ENG-Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,0.46,0.28,0.74,0.23,0.51,5.0577606651932,8.863604867830873,5.618519173935056,5,30,15.910436924546957,7.6452163346111774
ENG-Premier League,2425,Brighton,Joël Veltman,NED,DF,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.7976804617792368,0.7976804617792368,0.7567648589611053,0,6,6.476554710417986,5.0723008420318365
ENG-Premier League,2425,Brighton,Julio Enciso,PAR,MF,20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7400452066212893,2.7400452066212893,2.227620951831341,2,18,6.231109814718366,2.7869491232559085
ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,MF,27,1997,36,28,2603,28.9,10,4,14,10,0,0,1,0,0.35,0.14,0.48,0.35,0.48,10.222694747149944,10.222694747149944,4.949204979464412,10,37,21.407055608928204,8.427826434373856
ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,DF,32,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.1070273127406836,1.1070273127406836,0.5168026331812143,0,5,10.19734975323081,10.102785553783178
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24,1999,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.09,0.27,0.35,0.09,0.35,1.0993042346090078,1.0993042346090078,1.0669435421004891,1,15,5.176637289114296,4.247457327321172
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23,2000,21,11,938,10.4,2,2,4,1,1,1,1,0,0.19,0.19,0.38,0.1,0.29,2.299881439656019,3.0610502772033215,2.4148010704666376,1,21,6.484979265369475,2.8589688697829843
ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,26,1998,30,26,2402,26.7,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,MF,22,2002,29,12,1097,12.2,2,2,4,2,0,0,0,0,0.16,0.16,0.33,0.16,0.33,3.1380675714462996,3.1380675714462996,2.066323732957244,2,16,5.763067487627268,2.1683908347040415
ENG-Premier League,2425,Brighton,Solly March,ENG,MF,30,1994,8,1,168,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.051454500295221806,0.051454500295221806,0.2339879721403122,0,3,0.39429784566164017,0.3155219256877899
ENG-Premier League,2425,Brighton,Tariq Lamptey,GHA,"DF,MF",23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,0.33914162404835224,0.33914162404835224,0.8965721465647221,2,5,2.2554087787866592,1.4430722370743752
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,MF,20,2004,32,20,1838,20.4,6,4,10,6,0,0,6,0,0.29,0.2,0.49,0.29,0.49,5.669837724417448,5.669837724417448,4.871835011057556,6,28,14.345422247424722,4.895437384024262
ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,MF,20,2003,34,22,1965,21.8,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,2.234291661530733,2.234291661530733,3.114554302766919,2,28,10.207828298211098,7.504959750920534
ENG-Premier League,2425,Chelsea,Axel Disasi,FRA,DF,26,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,0.6244775578379631,0.6244775578379631,0.3375391270965338,1,5,2.507807642221451,2.215707093477249
ENG-Premier League,2425,Chelsea,Benoît Badiashile,FRA,DF,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,"MF,FW",26,1997,27,9,921,10.2,3,2,5,3,0,0,2,0,0.29,0.2,0.49,0.29,0.49,5.027925219386816,5.027925219386816,2.0136311538517475,3,14,6.769540551118553,1.954516883008182
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,MF,22,2002,37,36,3191,35.5,15,8,23,11,4,5,7,0,0.42,0.23,0.65,0.31,0.54,11.968392122536898,15.77423645183444,12.954366408288479,11,87,29.99983731843531,9.8022615686059
ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,23,2001,36,32,2947,32.7,6,7,13,6,0,0,8,0,0.18,0.21,0.4,0.18,0.4,6.1332164872437716,6.1332164872437716,7.737509123980999,6,77,20.848417054861784,10.725481959059834
ENG-Premier League,2425,Chelsea,Filip Jørgensen,DEN,GK,22,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,MF,24,2000,31,19,1764,19.6,3,4,7,3,0,0,2,0,0.15,0.2,0.36,0.15,0.36,2.4174315705895424,2.4174315705895424,4.314331844449043,3,39,10.85904686525464,5.599680565297604
ENG-Premier League,2425,Chelsea,Joshua Acheampong,ENG,DF,18,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Chelsea,João Félix,POR,MF,24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,0.24,0.24,0.49,0.24,0.49,2.64809543825686,2.64809543825686,0.6843841634690762,1,6,4.425876019522548,1.2964793983846903
ENG-Premier League,2425,Chelsea,João Félix,POR,MF,24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,0.24,0.24,0.49,0.24,0.49,2.875185754150152,2.875185754150152,1.5514497235417366,2,10,6.425452150404453,3.1223751958459616
ENG-Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,ENG,MF,25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,0.08943549543619156,0.08943549543619156,0.8056687042117119,0,3,1.3387737199664116,0.44366946816444397
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21,2003,35,35,3149,35.0,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,2.4856121446937323,2.4856121446937323,1.066227382980287,2,12,15.162668526172638,13.843638241291046
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21,2003,32,19,1862,20.7,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,1.5562147982418537,1.5562147982418537,1.343290576711297,0,22,10.980210773646832,9.03074331022799
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26,1998,36,33,2988,33.2,5,1,6,5,0,0,10,1,0.15,0.03,0.18,0.15,0.18,3.1616971623152494,3.1616971623152494,1.8079495672136545,5,19,15.487519605085254,12.07672212831676
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,FW,18,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04049580916762352,0,1,0.10768561065196991,0.10768561065196991
ENG-Premier League,2425,Chelsea,Mathis Amougou,FRA,MF,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Chelsea,Mathis Amougou,FRA,MF,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.424521129578352,0.424521129578352,0.3597651943564415,0,7,1.942910548299551,1.3850372862070799
ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,"MF,DF",22,2001,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.03,0.05,0.08,0.03,0.08,0.6911019859835505,0.6911019859835505,2.9249442890286446,1,29,19.78497724980116,17.50836056470871
ENG-Premier League,2425,Chelsea,Mykhailo Mudryk,UKR,MF,23,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1225307434797287,0.1225307434797287,1.0799011290073395,0,2,1.4741904512047768,0.2717585638165474
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23,2001,30,28,2220,24.7,10,5,15,10,0,0,7,1,0.41,0.2,0.61,0.41,0.61,13.834070887416601,13.834070887416601,3.47239719517529,10,28,16.895098600536585,3.0802767761051655
ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,MF,22,2002,32,27,2033,22.6,7,3,10,7,0,0,3,0,0.31,0.13,0.44,0.31,0.44,11.862219285219908,11.862219285219908,3.1217017397284508,7,33,18.66834883764386,6.725336389616132
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,"MF,FW",24,2000,35,24,2269,25.2,4,6,10,4,0,0,8,0,0.16,0.24,0.4,0.16,0.4,4.4209474716335535,4.4209474716335535,6.566428407095373,4,46,14.425639379769564,6.602393293753266
ENG-Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",24,1999,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,0.5808683261275291,0.5808683261275291,1.3240125216543674,1,11,3.869105190038681,3.5282998234033585
ENG-Premier League,2425,Chelsea,Renato Veiga,POR,MF,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.13544834405183792,0.13544834405183792,0.0,0,0,0.8124905750155449,0.798570029437542
ENG-Premier League,2425,Chelsea,Renato Veiga,POR,MF,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8249842878431082,0.8249842878431082,0.039737433195114136,0,2,3.344063217751682,3.2855254961177707
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,26,1997,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016188031062483788,0,1,6.038596088066697,6.022408057004213
ENG-Premier League,2425,Chelsea,Roméo Lavia,BEL,MF,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Chelsea,Shumaira Mheuka,ENG,FW,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.025054186582565308,0.025054186582565308,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,26,1997,22,15,1409,15.7,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,1.1859792517498136,1.1859792517498136,0.3341391310095787,1,2,8.569632288068533,8.549678575247526
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,2.548438237980008,2.548438237980008,2.151971971616149,3,8,6.1127273216843605,5.5258093401789665
ENG-Premier League,2425,Chelsea,Tyrique George,ENG,FW,18,2006,8,1,183,2.0,1,1,2,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,0.3738933689892292,0.3738933689892292,1.0261513106524944,1,6,1.885858304798603,0.5690330639481544
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,23,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.20475389622151852,0.20475389622151852,0.5259660333395004,0,6,4.953598186373711,4.430655201897025
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,0.33576022181659937,0.33576022181659937,3.3524712435901165,0,26,6.537219719961286,5.249624631367624
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.015191496349871159,0.015191496349871159,0.023866645991802216,0,1,0.036948622204363346,0.01308197621256113
ENG-Premier League,2425,Crystal Palace,Ben Chilwell,ENG,MF,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.35,0.0,0.35,0.35,0.35,0.2562433071434498,0.2562433071434498,0.8998954109847546,1,5,1.1016745641827583,0.7247382774949074
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0719930911436677,0.0719930911436677
ENG-Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3966957628726959,0.3966957628726959
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,24,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,24,2000,24,22,1922,21.4,1,0,1,1,0,0,4,1,0.05,0.0,0.05,0.05,0.05,1.6956392526626587,1.6956392526626587,0.11428104154765606,1,2,4.323614971712232,4.20933392085135
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,27,1996,34,15,1564,17.4,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.9768787622451782,0.9768787622451782,1.8320643100887537,0,20,8.12018227763474,6.361981469206512
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,MF,28,1996,37,37,3228,35.9,4,5,9,4,0,0,10,0,0.11,0.14,0.25,0.11,0.25,5.791526351124048,5.791526351124048,5.942459639161825,4,45,17.36301911622286,7.908812275156379
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27,1997,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.010927668772637844,0.010927668772637844,0.10587046667933464,0,2,3.299205945804715,3.19333547540009
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,MF,26,1998,34,31,2588,28.8,8,8,16,7,1,2,1,0,0.28,0.28,0.56,0.24,0.52,8.354616891592741,9.876954596489668,7.019554221071303,7,58,18.762924566864967,8.675655025988817
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999,29,9,1034,11.5,3,1,4,3,0,0,6,1,0.26,0.09,0.35,0.26,0.35,7.15336112678051,7.15336112678051,1.3858313784003258,3,13,9.502782799303532,2.1897604260593653
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,26,1998,38,30,2711,30.1,8,6,14,8,0,0,4,0,0.27,0.2,0.46,0.27,0.46,12.308559328317642,12.308559328317642,10.056549122557044,8,44,24.235270714387298,7.3139182310551405
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,0.48,0.07,0.54,0.41,0.48,14.31028657220304,15.83262430690229,3.85278513841331,12,29,18.602611111477017,3.6145096691325307
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,0.8986045755445957,0.8986045755445957,1.3882753169164062,0,10,10.00641503976658,8.994050413835794
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"DF,FW",31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.21029065176844597,0.21029065176844597,0.33485834673047066,0,2,0.906626857817173,0.36147786723449826
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8852448537945747,0.8852448537945747,0.280512185767293,0,4,10.6725890384987,10.444070791825652
ENG-Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,34,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06846939772367477,0,1,0.10464299470186234,0.10464299470186234
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.580214601010084,4.341383438557386,1.9064311189576983,4,17,5.810580421239138,2.694857061840594
ENG-Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,20,2003,23,4,507,5.6,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,1.1472182907164097,1.1472182907164097,0.6334958653897047,1,7,2.1069728769361973,0.9024819005280733
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,0.09,0.06,0.15,0.09,0.15,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Matheus França,BRA,FW,20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,1.64,0.0,1.64,1.64,1.64,0.40794607251882553,0.40794607251882553,0.0,1,0,0.5714588239789009,0.16351275146007538
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,2.7525001103058457,2.7525001103058457,1.6881468072533607,1,8,8.140122196637094,6.942754318006337
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.02340917196124792,0.02340917196124792,0.16137605160474777,0,3,1.4450985342264175,1.2837224826216698
